Mixture1	Mixture2	Mixture3	Mixture4	Mixture5	Mixture6	Mixture7	Mixture8	Mixture9	Mixture10	Mixture11	Mixture12	Mixture13	Mixture14	Mixture15	Mixture16	Mixture17	Mixture18	Mixture19	Mixture20	Mixture21	Mixture22	Mixture23	Mixture24	Mixture25	Mixture26	Mixture27	Mixture28	Mixture29	Mixture30	Mixture31	Mixture32	Mixture33	Mixture34	Mixture35	Mixture36	Mixture37	Mixture38	Mixture39	Mixture40	Mixture41	Mixture42	Mixture43	Mixture44	Mixture45	Mixture46	Mixture47	Mixture48	Mixture49	Mixture50	Mixture51	Mixture52	Mixture53	Mixture54	Mixture55	Mixture56	Mixture57	Mixture58	Mixture59	Mixture60	Mixture61	Mixture62	Mixture63	Mixture64	Mixture65	Mixture66	Mixture67	Mixture68	Mixture69	Mixture70	Mixture71	Mixture72	Mixture73	Mixture74	Mixture75	Mixture76	Mixture77	Mixture78	Mixture79	Mixture80	Mixture81	Mixture82	Mixture83	Mixture84	Mixture85	Mixture86	Mixture87	Mixture88	Mixture89	Mixture90	Mixture91	Mixture92	Mixture93	Mixture94	Mixture95	Mixture96	Mixture97	Mixture98	Mixture99	Mixture100
ENSG00000103148	0.2868	0.103379324135173	0.238552289542092	0.222044408881776	0.252349530093981	0.1488	0.1976	0.2026	0.298340331933613	0.3298	0.213157368526295	0.181836367273455	0.225445089017804	0.270454090818164	0.112	0.3146	0.168166366726655	0.269653930786157	0.2278	0.226490596238495	0.168166366726655	0.215843168633727	0.196839367873575	0.213042608521704	0.1172	0.197960407918416	0.1932	0.223244648929786	0.147	0.251450290058012	0.271145770845831	0.224644928985797	0.229354129174165	0.171965606878624	0.174	0.1624	0.266053210642128	0.198439687937588	0.2375524895021	0.171165766846631	0.2148	0.196	0.196160767846431	0.2328	0.129825965193039	0.186837367473495	0.266	0.278655731146229	0.151	0.2402	0.1944	0.263652730546109	0.2074	0.2016	0.184	0.185362927414517	0.248	0.1282	0.223844768953791	0.279255851170234	0.2158	0.258051610322064	0.279055811162232	0.223	0.218	0.101979604079184	0.3266	0.1936	0.209358128374325	0.2176	0.221755648870226	0.2	0.217756448710258	0.2774	0.173965206958608	0.3194	0.2606	0.334933013397321	0.141971605678864	0.2112	0.2314	0.213242648529706	0.14877024595081	0.181	0.20875824835033	0.1838	0.204759048190362	0.2142	0.2322	0.2184	0.2878	0.254050810162032	0.238247649529906	0.1946	0.247049409881976	0.1858	0.204	0.227354529094181	0.168966206758648	0.2498
ENSG00000057757	0.8866	0.219756048790242	0.804639072185563	0.819163832766553	0.863827234553089	0.4532	0.6764	0.5444	0.912817436512697	1.0388	0.728254349130174	0.64252850570114	0.727145429085817	0.799759951990398	0.2456	1.0686	0.452909418116377	0.920584116823365	0.7994	0.66046418567427	0.482703459308138	0.748149629925985	0.719743948789758	0.801960392078416	0.2446	0.578484303139372	0.73	0.671734346869374	0.3056	0.816763352670534	0.790641871625675	0.739347869573915	0.675064987002599	0.591081783643271	0.556	0.5618	0.756751350270054	0.640328065613123	0.824035192961408	0.526894621075785	0.6706	0.6436	0.609878024395121	0.8752	0.489297859571914	0.524104820964193	0.9046	0.737347469493899	0.5112	0.8186	0.586	0.701940388077615	0.713	0.7134	0.5166	0.543291341731654	0.7758	0.261	0.832366473294659	1.14462892578516	0.6828	0.807161432286457	0.977995599119824	0.6598	0.7026	0.221155768846231	1.106	0.5286	0.753449310137972	0.7834	0.734853029394121	0.6544	0.728454309138172	0.9198	0.601879624075185	1.0204	0.8414	1.16136772645471	0.451909618076385	0.6854	0.8224	0.729145829165833	0.300939812037592	0.5304	0.625274945010998	0.5618	0.783243351329734	0.7424	0.88	0.6708	0.965	0.881176235247049	0.992798559711942	0.6262	0.842568513702741	0.679	0.6236	0.767646470705859	0.542091581683663	0.8122
ENSG00000049759	0.1334	0.0427914417116577	0.121575684863027	0.11502300460092	0.11997600479904	0.0724	0.0992	0.0922	0.157568486302739	0.162	0.106778644271146	0.0850170034006801	0.126825365073015	0.13002600520104	0.0422	0.162	0.0643871225754849	0.14622924584917	0.1292	0.115446178471389	0.0781843631273745	0.11122224444889	0.120824164832967	0.11622324464893	0.0434	0.0925814837032593	0.094	0.101420284056811	0.0662	0.123224644928986	0.13377324535093	0.116023204640928	0.103379324135173	0.0815836832633473	0.087	0.0876	0.119223844768954	0.0992198439687938	0.118576284743051	0.0883823235352929	0.108	0.0886	0.0797840431913617	0.124	0.0666133226645329	0.100620124024805	0.137	0.127425485097019	0.0764	0.1234	0.0934	0.111422284456891	0.1218	0.1182	0.0858	0.0827834433113377	0.1286	0.0344	0.126625325065013	0.148629725945189	0.1032	0.134826965393079	0.14622924584917	0.1042	0.1172	0.0397920415916817	0.1708	0.0974	0.111377724455109	0.1262	0.116176764647071	0.1038	0.105778844231154	0.1314	0.0999800039992002	0.1668	0.1328	0.162967406518696	0.0759848030393921	0.1052	0.1346	0.108421684336867	0.0515896820635873	0.093	0.112977404519096	0.098	0.115776844631074	0.1126	0.1116	0.1068	0.1414	0.129425885177035	0.140428085617123	0.089	0.13002600520104	0.102	0.095	0.120375924815037	0.101579684063187	0.1172
ENSG00000177666	1.0242	0.822835432913417	0.575484903019396	0.738947789557912	0.92001599680064	0.819	0.9606	0.7726	0.776644671065787	0.8802	0.70625874825035	0.773154630926185	0.836767353470694	1.04620924184837	0.9326	0.6172	0.741051789642072	0.75495099019804	0.8742	0.9015606242497	0.729454109178164	0.894578915783157	0.870974194838968	0.79375875175035	0.8652	0.729654069186163	0.7468	0.88997799559912	1.0018	0.740948189637928	1.05198960207958	0.798159631926385	0.953009398120376	0.803439312137572	0.8574	0.8338	0.946789357871574	0.900780156031206	0.881023795240952	0.973205358928214	0.8422	0.7312	0.789642071585683	0.802	0.568513702740548	0.871174234846969	0.8556	1.08661732346469	0.8684	0.88	0.8622	1.07341468293659	0.8328	0.814	0.9584	0.808038392321536	0.8092	0.7592	0.907781556311262	0.591118223644729	0.8812	0.830766153230646	0.964792958591718	0.8478	0.827	0.74625074985003	0.849	0.93	0.717656468706259	0.8544	0.730653869226155	0.8152	0.800639872025595	0.8832	0.874425114977005	0.8892	0.7932	0.621475704859028	0.736852629474105	0.891	0.8622	0.782356471294259	0.952609478104379	0.8414	0.948010397920416	0.92	0.794841031793641	0.8738	0.5932	0.7422	0.9066	0.941588317663533	0.800360072014403	0.7848	0.809361872374475	0.7042	0.797	0.76624675064987	0.780243951209758	0.9344
ENSG00000100104	0.2274	0.0605878824235153	0.235552889422116	0.202240448089618	0.200359928014397	0.105	0.1736	0.1582	0.261147770445911	0.2806	0.170165966806639	0.145429085817163	0.204640928185637	0.249449889977996	0.0818	0.2688	0.112577484503099	0.223244648929786	0.2224	0.183073229291717	0.137572485502899	0.193638727745549	0.176435287057411	0.190438087617524	0.0766	0.159368126374725	0.1814	0.171634326865373	0.1006	0.19503900780156	0.222955408918216	0.21744348869774	0.167766446710658	0.160167966406719	0.1452	0.1606	0.196039207841568	0.140428085617123	0.189562087582483	0.140371925614877	0.1826	0.149	0.153169366126775	0.1992	0.11502300460092	0.150630126025205	0.2212	0.193238647729546	0.123	0.2168	0.153	0.205641128225645	0.193	0.1818	0.144	0.148370325934813	0.1982	0.073	0.214242848569714	0.271454290858172	0.1678	0.226645329065813	0.252250450090018	0.1916	0.1738	0.0547890421915617	0.2838	0.1492	0.185962807438512	0.198	0.193161367726455	0.1734	0.198160367926415	0.228	0.162367526494701	0.2704	0.2332	0.294341131773645	0.125174965006999	0.176	0.2218	0.196039207841568	0.106178764247151	0.1496	0.181363727254549	0.1336	0.179564087182563	0.1954	0.2262	0.1824	0.2688	0.220244048809762	0.247249449889978	0.1572	0.228245649129826	0.186	0.1698	0.1999600079984	0.156368726254749	0.2128
ENSG00000167705	0.2028	0.0873825234953009	0.129574085182963	0.130626125225045	0.193561287742452	0.12	0.1646	0.1258	0.166366726654669	0.2092	0.117376524695061	0.128225645129026	0.151630326065213	0.202040408081616	0.0998	0.1636	0.103579284143171	0.16003200640128	0.1682	0.159263705482193	0.095380923815237	0.173834766953391	0.154030806161232	0.150830166033207	0.1068	0.118576284743051	0.1278	0.160432086417283	0.1384	0.153630726145229	0.209158168366327	0.153430686137227	0.159368126374725	0.113177364527095	0.1298	0.1416	0.175435087017403	0.146029205841168	0.185362927414517	0.150169966006799	0.1498	0.1306	0.120375924815037	0.1702	0.0752150430086017	0.140628125625125	0.2016	0.184036807361472	0.1312	0.1752	0.1628	0.189837967593519	0.1568	0.1432	0.1486	0.105978804239152	0.169	0.0874	0.175435087017403	0.157431486297259	0.1536	0.161032206441288	0.21124224844969	0.1416	0.139	0.0771845630873825	0.2004	0.1546	0.133573285342931	0.1622	0.136772645470906	0.138	0.164167166566687	0.1728	0.139772045590882	0.2286	0.1804	0.156168766246751	0.0917816436712657	0.1528	0.1766	0.146629325865173	0.106378724255149	0.1334	0.165766846630674	0.1598	0.146370725854829	0.1732	0.125	0.1062	0.179	0.184036807361472	0.208041608321664	0.1272	0.157631526305261	0.122	0.1278	0.141171765646871	0.127774445110978	0.1664
ENSG00000153574	0.4778	0.154369126174765	0.447110577884423	0.351870374074815	0.406118776244751	0.2164	0.3288	0.3266	0.542691461707658	0.5314	0.355528894221156	0.299659931986397	0.400680136027205	0.434086817363473	0.2114	0.5146	0.246950609878024	0.450690138027606	0.3608	0.367947178871549	0.295540891821636	0.363072614522905	0.343868773754751	0.351070214042809	0.1942	0.3125374925015	0.3108	0.296659331866373	0.2556	0.399479895979196	0.436312737452509	0.364472894578916	0.336532693461308	0.305538892221556	0.2956	0.284	0.429285857171434	0.2750550110022	0.372325534893021	0.289742051589682	0.3508	0.2802	0.326334733053389	0.3576	0.2374474894979	0.309861972394479	0.434	0.41128225645129	0.2686	0.3914	0.2828	0.433286657331466	0.3596	0.335	0.3206	0.315136972605479	0.3612	0.211	0.398679735947189	0.49369873974795	0.3436	0.419883976795359	0.494098819763953	0.389	0.3464	0.173965206958608	0.587	0.304	0.353329334133173	0.3744	0.349130173965207	0.3234	0.346130773845231	0.4514	0.315936812637473	0.5314	0.4228	0.556088782243551	0.265946810637872	0.296	0.3902	0.346869373874775	0.265146970605879	0.2932	0.336332733453309	0.272	0.351129774045191	0.362	0.4774	0.3236	0.5	0.466693338667734	0.449489897979596	0.3066	0.427685537107421	0.3452	0.3642	0.362927414517097	0.27754449110178	0.3746
ENSG00000168159	0.6366	0.258948210357928	0.392321535692861	0.432286457291458	0.534493101379724	0.286	0.479	0.3788	0.547290541891622	0.6584	0.385722855428914	0.393878775755151	0.455891178235647	0.617323464692939	0.344	0.5052	0.31993601279744	0.498299659931986	0.4806	0.483793517406963	0.334733053389322	0.487897579515903	0.440688137627526	0.400080016003201	0.3076	0.351129774045191	0.3734	0.418083616723345	0.4406	0.434486897379476	0.62627474505099	0.454290858171634	0.471905618876225	0.369526094781044	0.3956	0.42	0.511902380476095	0.382676535307061	0.456708658268346	0.421515696860628	0.414	0.352	0.383923215356929	0.449	0.241448289657932	0.405081016203241	0.5134	0.567913582716543	0.359	0.504	0.3826	0.64252850570114	0.4274	0.411	0.4328	0.412317536492701	0.4382	0.2816	0.498499699939988	0.481096219243849	0.4764	0.532106421284257	0.637727545509102	0.4438	0.4284	0.242951409718056	0.6716	0.4286	0.377724455108978	0.4742	0.414917016596681	0.3956	0.430513897220556	0.5348	0.417116576684663	0.6674	0.4754	0.524695060987802	0.294741051789642	0.4166	0.4852	0.433286657331466	0.414917016596681	0.3858	0.472905418916217	0.385	0.414717056588682	0.414	0.4342	0.3986	0.5932	0.543508701740348	0.519503900780156	0.3874	0.496499299859972	0.3746	0.4012	0.425114977004599	0.363927214557089	0.5388
ENSG00000013561	0.263	0.0749850029994001	0.217756448710258	0.188637727545509	0.220155968806239	0.1194	0.1764	0.1638	0.25494901019796	0.2908	0.184763047390522	0.156631326265253	0.187437487497499	0.255251050210042	0.1018	0.2596	0.125374925014997	0.244248849769954	0.2216	0.18187274909964	0.141971605678864	0.203040608121624	0.176035207041408	0.191038207641528	0.0874	0.146970605878824	0.1844	0.2000400080016	0.1296	0.20504100820164	0.235752849430114	0.219043808761752	0.204159168166367	0.165166966606679	0.154	0.1602	0.218643728745749	0.162632526505301	0.207758448310338	0.174365126974605	0.1896	0.1806	0.155968806238752	0.2136	0.111422284456891	0.16503300660132	0.232	0.220244048809762	0.1348	0.2224	0.179	0.234446889377876	0.2044	0.1966	0.1586	0.144171165766847	0.2218	0.0914	0.228645729145829	0.253650730146029	0.2022	0.23244648929786	0.281656331266253	0.192	0.1876	0.0775844831033793	0.297	0.1684	0.198960207958408	0.2264	0.192961407718456	0.1768	0.203359328134373	0.2554	0.180763847230554	0.301	0.226	0.273345330933813	0.130373925214957	0.176	0.2406	0.209241848369674	0.108178364327135	0.1614	0.164767046590682	0.162	0.19756048790242	0.2076	0.225	0.171	0.271	0.216643328665733	0.251650330066013	0.1884	0.242848569713943	0.1776	0.1894	0.205958808238352	0.167366526694661	0.2262
ENSG00000141084	0.1706	0.0537892421515697	0.147970405918816	0.138627725545109	0.161167766446711	0.0896	0.1296	0.104	0.16996600679864	0.2038	0.117376524695061	0.116423284656931	0.142828565713143	0.158831766353271	0.0728	0.1864	0.0889822035592881	0.158831766353271	0.1438	0.138055222088836	0.0935812837432514	0.140428085617123	0.147229445889178	0.137027405481096	0.0624	0.109378124375125	0.1282	0.128025605121024	0.079	0.150630126025205	0.157368526294741	0.140428085617123	0.150969806038792	0.111377724455109	0.1044	0.119	0.143228645729146	0.113422684536907	0.151369726054789	0.111977604479104	0.1278	0.1116	0.115176964607079	0.1596	0.0754150830166033	0.120624124824965	0.166	0.148029605921184	0.103	0.1564	0.1106	0.153230646129226	0.1398	0.1348	0.1226	0.102579484103179	0.161	0.059	0.16003200640128	0.173234646929386	0.146	0.168233646729346	0.164432886577315	0.1212	0.1354	0.0481903619276145	0.194	0.127	0.138172365526895	0.14	0.129574085182963	0.126	0.134773045390922	0.1772	0.121375724855029	0.1812	0.1604	0.194561087782444	0.0951809638072385	0.1298	0.1684	0.135627125425085	0.0633873225354929	0.1108	0.127774445110978	0.1196	0.131573685262947	0.148	0.1342	0.131	0.1632	0.160832166433287	0.165833166633327	0.1136	0.168833766753351	0.1248	0.132	0.122775444911018	0.111777644471106	0.1578
ENSG00000160445	0.1782	0.0939812037592481	0.195560887822436	0.179635927185437	0.17876424715057	0.1318	0.1646	0.1534	0.2125574885023	0.2006	0.171565686862627	0.161632326465293	0.170634126825365	0.199239847969594	0.1078	0.2238	0.131373725254949	0.198239647929586	0.1796	0.171668667466987	0.141171765646871	0.181836367273455	0.173234646929386	0.180436087217443	0.0946	0.139772045590882	0.1624	0.164432886577315	0.115	0.181836367273455	0.185362927414517	0.176035207041408	0.162167566486703	0.149370125974805	0.1562	0.1418	0.183436687337467	0.146029205841168	0.189162167566487	0.131973605278944	0.1642	0.1644	0.166966606678664	0.1976	0.127825565113023	0.137227445489098	0.2104	0.164232846569314	0.1322	0.1846	0.1684	0.185437087417483	0.1778	0.189	0.143	0.146170765846831	0.1722	0.0976	0.188437687537508	0.219043808761752	0.1742	0.178835767153431	0.211642328465693	0.177	0.176	0.100579884023195	0.2232	0.149	0.180963807238552	0.1624	0.175164967006599	0.1562	0.181963607278544	0.2132	0.150569886022795	0.2142	0.1934	0.220355928814237	0.140571885622875	0.1672	0.1904	0.186437287457491	0.105378924215157	0.1258	0.155168966206759	0.1552	0.179364127174565	0.188	0.1842	0.163	0.2112	0.183836767353471	0.210442088417684	0.1632	0.210642128425685	0.1576	0.1636	0.172965406918616	0.141971605678864	0.1912
ENSG00000139323	0.2056	0.150569886022795	0.189562087582483	0.198239647929586	0.21375724855029	0.1584	0.1854	0.1812	0.206758648270346	0.2352	0.190161967606479	0.172034406881376	0.196039207841568	0.210242048409682	0.1532	0.217	0.154169166166767	0.214442888577716	0.184	0.198479391756703	0.176764647070586	0.195239047809562	0.204840968193639	0.185837167433487	0.1434	0.170765846830634	0.187	0.183436687337467	0.1814	0.205841168233647	0.219156168766247	0.201840368073615	0.187962407518496	0.172765446910618	0.1696	0.1766	0.222644528905781	0.171634326865373	0.211957608478304	0.186162767446511	0.1936	0.1824	0.183963207358528	0.2024	0.143628725745149	0.173834766953391	0.211	0.222244448889778	0.1716	0.1952	0.2022	0.244048809761952	0.1946	0.19	0.182	0.17876424715057	0.2016	0.1426	0.192638527705541	0.218643728745749	0.1898	0.200240048009602	0.231846369273855	0.1946	0.184	0.146370725854829	0.2488	0.1868	0.19256148770246	0.1924	0.180963807238552	0.1708	0.187362527494501	0.2162	0.175164967006599	0.2614	0.1874	0.241551689662068	0.172565486902619	0.1868	0.2168	0.184836967393479	0.156768646270746	0.1884	0.212357528494301	0.1754	0.190961807638472	0.195	0.1982	0.1756	0.2034	0.204640928185637	0.199639927985597	0.166	0.191638327665533	0.1838	0.1932	0.181163767246551	0.177964407118576	0.2044
ENSG00000135924	0.2094	0.110777844431114	0.196760647870426	0.170234046809362	0.19496100779844	0.1276	0.179	0.1694	0.237752449510098	0.2334	0.163567286542691	0.150430086017203	0.170634126825365	0.227045409081816	0.1138	0.2448	0.148370325934813	0.19123824764953	0.1736	0.169267707082833	0.136572685462907	0.164232846569314	0.164232846569314	0.159831966393279	0.1112	0.162767446510698	0.1576	0.17123424684937	0.1332	0.197639527905581	0.214757048590282	0.17623524704941	0.16996600679864	0.14497100579884	0.1472	0.149	0.193838767753551	0.164032806561312	0.164767046590682	0.13997200559888	0.1634	0.1416	0.147370525894821	0.1742	0.123824764952991	0.140628125625125	0.183	0.190838167633527	0.1288	0.2058	0.1332	0.200840168033607	0.1772	0.1622	0.1486	0.141571685662867	0.177	0.1176	0.168833766753351	0.196039207841568	0.1752	0.193038607721544	0.23244648929786	0.1634	0.1644	0.11497700459908	0.2622	0.1594	0.180163967206559	0.168	0.158168366326735	0.155	0.17376524695061	0.2112	0.153969206158768	0.2168	0.1932	0.233153369326135	0.12997400519896	0.1518	0.2048	0.172034406881376	0.158968206358728	0.1516	0.152569486102779	0.1394	0.172965406918616	0.1618	0.2198	0.1714	0.2156	0.184036807361472	0.201840368073615	0.1664	0.186037207441488	0.1574	0.16	0.170365926814637	0.142171565686863	0.1798
ENSG00000101928	0.1384	0.0405918816236753	0.127574485102979	0.129825965193039	0.131573685262947	0.0774	0.105	0.0816	0.160567886422715	0.1608	0.112977404519096	0.0954190838167634	0.12622524504901	0.14122824564913	0.057	0.1606	0.0807838432313537	0.142028405681136	0.1206	0.117046818727491	0.104179164167167	0.126625325065013	0.109621924384877	0.118823764752951	0.0558	0.0893821235752849	0.1158	0.131626325265053	0.0622	0.140628125625125	0.127174565086983	0.146829365873175	0.107378524295141	0.0979804039192162	0.0838	0.1136	0.124624924984997	0.0998199639927986	0.134773045390922	0.0911817636472705	0.1048	0.1064	0.110777844431114	0.1388	0.0846169233846769	0.0876175235047009	0.1438	0.120824164832967	0.0892	0.1356	0.1118	0.111022204440888	0.1318	0.1214	0.0984	0.105178964207159	0.1356	0.0458	0.140428085617123	0.162232446489298	0.116	0.132626525305061	0.140228045609122	0.1224	0.113	0.0557888422315537	0.1868	0.1004	0.119776044791042	0.1346	0.121775644871026	0.1198	0.111777644471106	0.1486	0.105378924215157	0.1612	0.1328	0.176964607078584	0.0859828034393121	0.1182	0.127	0.115223044608922	0.0549890021995601	0.1014	0.121975604879024	0.0964	0.116576684663067	0.1288	0.1218	0.1146	0.1508	0.146829365873175	0.14502900580116	0.1158	0.132826565313063	0.1106	0.1186	0.129574085182963	0.0925814837032593	0.1456
ENSG00000135845	0.2126	0.118376324735053	0.120775844831034	0.122224444888978	0.161967606478704	0.1066	0.1628	0.1294	0.161967606478704	0.182	0.133373325334933	0.122824564912983	0.150230046009202	0.209241848369674	0.1344	0.138	0.117576484703059	0.148229645929186	0.1644	0.165866346538615	0.115976804639072	0.151430286057211	0.147629525905181	0.121024204840968	0.1316	0.122375524895021	0.1202	0.154230846169234	0.162	0.143428685737147	0.204759048190362	0.127825565113023	0.174765046990602	0.142971405718856	0.146	0.1188	0.167233446689338	0.150430086017203	0.137772445510898	0.166366726654669	0.1412	0.1102	0.120575884823035	0.1456	0.0876175235047009	0.154830966193239	0.1586	0.213242648529706	0.1312	0.144	0.1202	0.214242848569714	0.1294	0.1388	0.1564	0.139772045590882	0.1582	0.1224	0.146829365873175	0.128625725145029	0.1602	0.149829965993199	0.198039607921584	0.1438	0.1514	0.111577684463107	0.2044	0.1386	0.123975204959008	0.1298	0.11877624475105	0.1208	0.121575684863027	0.1744	0.147770445910818	0.203	0.1372	0.129574085182963	0.107778444311138	0.1486	0.154	0.124024804960992	0.167566486702659	0.1348	0.178364327134573	0.145	0.123175364927015	0.1516	0.1454	0.127	0.174	0.154430886177235	0.133226645329066	0.148	0.128025605121024	0.102	0.1378	0.142971405718856	0.123575284943011	0.1658
ENSG00000104219	0.338	0.245950809838032	0.197760447910418	0.21504300860172	0.278144371125775	0.2134	0.2776	0.236	0.264147170565887	0.2992	0.218156368726255	0.22744548909782	0.275855171034207	0.386877375475095	0.2742	0.2374	0.23375324935013	0.255251050210042	0.2728	0.293917567026811	0.221355728854229	0.27005401080216	0.236647329465893	0.244248849769954	0.2322	0.222755448910218	0.215	0.267053410682136	0.2748	0.253850770154031	0.367326534693061	0.223044608921784	0.309138172365527	0.248150369926015	0.269	0.2356	0.304460892178436	0.287057411482296	0.284143171365727	0.301139772045591	0.2562	0.2286	0.226954609078184	0.2552	0.162832566513303	0.258851770354071	0.2708	0.358871774354871	0.2372	0.282	0.2516	0.369073814762953	0.263	0.2298	0.2702	0.24875024995001	0.2506	0.22	0.261652330466093	0.22244448889778	0.2704	0.261052210442088	0.333066613322665	0.2774	0.2628	0.201759648070386	0.3348	0.2856	0.216156768646271	0.2456	0.215156968606279	0.2532	0.23495300939812	0.2754	0.263347330533893	0.3538	0.276	0.255948810237952	0.199560087982404	0.2486	0.2798	0.233446689337868	0.280943811237752	0.2792	0.311537692461508	0.2502	0.224555088982204	0.2696	0.204	0.2186	0.2786	0.307061412282456	0.25125025005001	0.261	0.243248649729946	0.2096	0.2468	0.251349730053989	0.23995200959808	0.2812
ENSG00000154114	0.1558	0.0663867226554689	0.106978604279144	0.112622524504901	0.131773645270946	0.0652	0.1036	0.1052	0.131173765246951	0.1682	0.110977804439112	0.0888177635527105	0.120424084816963	0.141828365673135	0.063	0.1368	0.0829834033193361	0.129625925185037	0.1124	0.106442577030812	0.0775844831033793	0.115623124624925	0.110622124424885	0.098619723944789	0.0472	0.0955808838232353	0.0974	0.0998199639927986	0.1118	0.108621724344869	0.157368526294741	0.132626525305061	0.117776444711058	0.0957808438312338	0.095	0.0914	0.153630726145229	0.0854170834166833	0.114777044591082	0.0875824835032993	0.1156	0.1014	0.095380923815237	0.111	0.0744148829765953	0.108221644328866	0.1282	0.129825965193039	0.077	0.1228	0.101	0.148629725945189	0.1032	0.103	0.1072	0.0887822435512897	0.1254	0.0742	0.123824764952991	0.118823764752951	0.1214	0.128825765153031	0.165633126625325	0.1172	0.0948	0.0533893221355729	0.1826	0.097	0.113377324535093	0.1268	0.105978804239152	0.1002	0.101579684063187	0.1426	0.0891821635672865	0.185	0.124	0.151969606078784	0.0715856828634273	0.0892	0.12	0.106021204240848	0.0909818036392721	0.1028	0.0967806438712258	0.0862	0.10877824435113	0.11	0.1386	0.112	0.1544	0.128825765153031	0.135427085417083	0.0826	0.120224044808962	0.1084	0.1048	0.111977604479104	0.0931813637272546	0.1378
ENSG00000166848	1.31	0.839632073585283	1.08438312337532	1.07801560312062	1.12817436512697	0.7892	1.13	0.9942	1.21835632873425	1.394	1.02019596080784	0.897579515903181	1.02360472094419	1.23324664932987	0.8198	1.386	0.980803839232154	1.11102220444089	1.112	1.07723089235694	0.90621875624875	1.07701540308062	1.17103420684137	1.02060412082416	0.9272	0.932813437312538	0.9294	1.07081416283257	1.14	1.16003200640128	1.30433913217357	1.09121824364873	1.06178764247151	0.895820835832833	0.9668	0.933	1.27385477095419	1.08901780356071	1.09138172365527	0.988602279544091	1.0516	1.0236	1.05358928214357	1.1612	0.837767553510702	1.01380276055211	1.2118	1.46569313862773	0.9526	1.1412	1.0352	1.30526105221044	1.0544	1.0082	1.0184	0.982803439312138	1.0432	0.9884	1.05541108221644	1.24164832966593	1.2488	1.19163832766553	1.47869573914783	1.0846	1.0868	0.835432913417317	1.5252	1.0294	1.02819436112777	1.0894	0.943611277744451	0.9632	1.21975604879024	1.3182	0.993201359728054	1.518	1.122	1.29454109178164	0.873425314937013	0.9718	1.234	1.03400680136027	0.96120775844831	0.9986	1.11417716456709	1.0626	1.01779644071186	1.0224	1.2856	1.0716	1.325	1.20744148829766	1.25225045009002	1.0744	1.13502700540108	0.9778	1.0794	1.08538292341532	0.954009198160368	1.2126
ENSG00000163453	0.3166	0.17876424715057	0.0441911617676465	0.117023404680936	0.265746850629874	0.1742	0.2458	0.1772	0.140571885622875	0.2288	0.116176764647071	0.177835567113423	0.205641128225645	0.307061412282456	0.262	0.064	0.139172165566887	0.1500300060012	0.201	0.23469387755102	0.131173765246951	0.218043608721744	0.19243848769754	0.175435087017403	0.2434	0.121575684863027	0.1302	0.224844968993799	0.3276	0.152430486097219	0.330733853229354	0.163632726545309	0.278344331133773	0.167366526694661	0.2184	0.2202	0.2374474894979	0.242848569713943	0.230553889222156	0.297340531893621	0.2128	0.1478	0.156968606278744	0.1764	0.0362072414482897	0.218043608721744	0.2308	0.333266653330666	0.2302	0.2484	0.202	0.347269453890778	0.176	0.1728	0.285	0.176164767046591	0.1824	0.1842	0.246049209841968	0.0438087617523505	0.2318	0.199239847969594	0.281456291258252	0.203	0.1866	0.191561687662468	0.1966	0.2706	0.124575084983003	0.1974	0.128374325134973	0.1986	0.186162767446511	0.2414	0.227154569086183	0.2488	0.181	0.0381923615276945	0.156568686262747	0.2168	0.1968	0.158231646329266	0.291541691661668	0.2142	0.287142571485703	0.2454	0.161967606478704	0.2042	0.0514	0.1174	0.2316	0.26005201040208	0.184436887377475	0.1748	0.168833766753351	0.124	0.1764	0.152369526094781	0.157168566286743	0.2476
ENSG00000118513	0.0152	0.0197960407918416	0.0251949610077984	0.0254050810162032	0.0187962407518496	0.02	0.0158	0.022	0.0263947210557888	0.0142	0.0137972405518896	0.0202040408081616	0.0212042408481696	0.0184036807361472	0.0204	0.022	0.0145970805838832	0.0192038407681536	0.027	0.0252100840336134	0.0245950809838032	0.0198039607921584	0.021004200840168	0.00960192038407682	0.0234	0.022995400919816	0.0196	0.00880176035207041	0.0214	0.016003200640128	0.0213957208558288	0.0158031606321264	0.0155968806238752	0.01999600079984	0.018	0.0224	0.0252050410082016	0.00820164032806561	0.00979804039192162	0.0131973605278944	0.025	0.0088	0.0221955608878224	0.0118	0.0208041608321664	0.017003400680136	0.0134	0.0168033606721344	0.0194	0.0118	0.0174	0.0250050010002	0.017	0.0172	0.0194	0.0273945210957808	0.016	0.037	0.0136027205441088	0.0278055611122224	0.0212	0.0192038407681536	0.0194038807761552	0.0198	0.0172	0.0277944411117776	0.0188	0.0182	0.0163967206558688	0.0214	0.0191961607678464	0.0102	0.027994401119776	0.019	0.021995600879824	0.012	0.0212	0.0233953209358128	0.0291941611677664	0.0102	0.0152	0.0144028805761152	0.0329934013197361	0.0182	0.0171965606878624	0.0088	0.0123975204959008	0.0132	0.0334	0.0198	0.0364	0.016003200640128	0.0236047209441888	0.0258	0.0308061612322464	0.0244	0.035	0.0213957208558288	0.0195960807838432	0.0228
